source_id,ra,dec,radial_velocity,radial_velocity_error,phot_g_mean_mag,parallax,pmra,pmdec
541186774315577088,51.13946952125437,69.47091741452371,830.65027,22.756657,15.576524,1.6978173967217862,-0.7823737066311686,2.986694846354456
6730221900396678784,282.033699892735,-37.537891585130815,826.64386,11.386295,14.708595,0.9549332938559025,-5.859131509901421,-9.77958104918266
3110289013665901824,109.46014508641653,-0.21588216386428916,826.1615,7.582007,13.909148,1.1754148234490056,-1.9064946759029846,1.6597685757631466
4092327925834452736,280.2305355187933,-19.25892906977494,824.234,9.408146,14.572412,1.2233298822491583,3.5397003877670166,8.114934082721778
4077010732473381376,276.9748960119487,-24.90651056800431,823.31616,9.524594,14.782044,0.42787502236029484,-2.1636177247833728,-3.5442553348081756
4213506957706133248,291.8640406682399,-3.484651300806331,822.56836,9.343165,15.088348,2.1465532524043605,6.317741134345184,-5.193910236284253
419608993332116608,6.48212653785431,54.00734613748597,821.6247,5.736109,15.294614,0.28938115393206165,2.5823025919503624,-6.9007577393908335
5595525247696428288,117.18107641035448,-31.409405760423006,818.4526,12.395336,14.81331,0.6774378632424257,-3.538835828232707,2.293430859188393
6053470535021376896,187.41662084910374,-63.90049515242967,818.4434,9.028927,15.273921,-0.8963564470152043,-5.365881136387285,1.6164513615432665
5834937406351907968,241.104130174034,-57.97335948087991,817.9598,6.5417504,15.553967,-0.008706094829542859,-3.3311473402789544,-2.195973138598553
5884094720160153216,238.01042138775722,-56.50778296058111,816.94696,11.73896,15.331578,0.2678976263431346,-4.502190009553097,-0.3343804567134998
5433668610567448704,148.6381052084513,-38.11532913245724,816.6619,7.174276,15.113107,0.5436833882685881,-10.020257966672176,7.312352266234221
6725839453237456000,273.5314619614098,-39.63468813634718,815.34454,9.879339,14.668381,0.8999012918687521,10.71634399645875,-14.199764760604749
2002158241220114688,339.05366329818395,52.47268414107993,814.8531,8.785781,14.44725,1.3771296961876998,-1.0963720731601105,-0.046274794391709256
4119577569202217856,269.03223303749417,-18.761559188573745,814.8129,10.56486,15.156644,0.5901611470760191,0.010767981217913634,-3.096120498894013
3396221754109810816,84.1219560165913,16.367055660300892,813.3278,7.04655,15.2036295,2.1620736361429453,-0.17315992474408132,1.7483264850470785
4266100167976333440,283.0957727221989,-0.4301430156398431,811.0577,9.601808,15.191609,0.28881650409116916,-1.2773787203126257,-3.6883037090295234
4309374201164858368,288.23965136753264,10.549553417696172,810.5354,8.626373,15.153946,0.26933848904617974,-2.303819850802027,-5.206843071434537
4202861451793608960,285.314654940673,-9.397991040136677,809.802,6.0272975,14.885724,0.5302216394860597,-2.0152379126458992,-4.8768218890215165
3101955368363550208,102.39203106750062,-5.169416289284601,808.88513,8.855365,14.53376,0.077980853057749,-0.14628692522514686,0.6734866705437902
5780294191009944704,235.9023844811569,-75.86510893984953,808.85,11.863243,15.150977,-0.08829045655405743,-5.948427073542309,-6.906719225227262
4058053949348734080,260.98344866644715,-31.58321350219427,808.0067,7.758945,15.860217,0.35622240893884793,0.6740811324131712,-0.6905347791377913
6761525683655799296,282.3897943064857,-29.444240472522107,804.45276,8.266185,14.245744,0.15080143320327774,3.388103062069964,-19.762748675514768
4078913712149505792,282.14199614279687,-21.96405474410257,803.69855,9.186762,14.890174,0.38971143995597596,-1.337252181052846,-3.1517326179951985
2021344792202795008,292.93424133586353,24.429655986155513,803.37646,9.591477,14.932223,1.1373427777444691,-2.8351688975015206,0.02584409099772719
4053526778954509312,263.56224499374105,-34.781799738134254,802.5595,11.475365,16.121563,0.3048019596359392,-2.0717227202736956,-4.8075947836290815
4042220878822960384,270.43567213541473,-34.053046493418634,802.15063,9.194264,15.417612,0.0807642233131605,-1.7521560355913885,-6.796516732655275
6092316109004023680,213.03403806225063,-49.193208080666075,801.0665,12.013995,14.63054,0.7750125284785718,-10.199419284046773,-1.9767480424652328
4322190555403502208,293.8747009254141,17.05530649460246,799.62494,12.584407,15.026176,0.5856797052507887,0.6527296833768415,2.9975228511158414
5517926493008835840,120.70101488710938,-47.53441976905727,799.08777,7.090769,15.666304,3.061793659791252,-7.2291266551517035,8.547417202377144
5932330806309847040,244.5095948241971,-53.26061085643719,798.7858,10.431787,15.218574,0.7760325260183706,-2.05290854216452,-3.5232193817409545
4091015830516127104,275.69620205858007,-21.37625551482444,796.97974,5.1041226,15.514669,0.2839358673063901,-3.277808026939978,-8.25390544554892
6715312316559725824,283.12409157066395,-42.967851371892856,795.8258,10.037622,15.79672,16.238500061228937,39.499949681948195,-171.28074434871775
1978275547308987520,323.3203620383789,47.64084202379158,795.7575,7.7489157,14.694837,1.4415884729733959,-29.35486082559967,36.3776039465118
3026977437082674816,112.57144226790996,-17.054592500715753,795.3223,8.971962,15.392723,5.328832187003539,-21.07398465170069,-7.763164669925125
5979556243823575040,260.5634817945259,-32.1672745154703,795.31915,11.043738,14.415372,1.2496065837832444,0.8717904247040771,-4.870156381656466
4086166193929248384,283.49016935386885,-19.03324232901601,793.8305,14.8505,14.500632,1.423724130080722,-2.4939162356822364,-15.226874758717756
5949684437019692544,261.43257313543495,-49.43049286077452,793.7741,13.977262,14.7709,1.4705465293102429,-1.2124652487176584,-3.253496300546689
4060851480559112704,265.3950078610372,-27.603298581579853,792.79736,7.3980756,15.360937,0.3368961338691667,-1.0277436566519207,-2.9932501632357873
4103481504872184576,279.90088204248576,-14.555338050668091,792.5817,9.5065975,15.354035,0.3655254698513279,0.07523032918937621,-1.001846817307095
3030585140892288640,115.72316532286604,-13.254406417073184,792.1816,5.980824,14.517753,0.7481639699476191,-5.555153272095518,9.521415095608784
5926727424523554304,257.1218517148786,-48.42891246607292,792.03284,15.107919,14.995984,0.7999411535149271,0.2543183307569553,-4.355453141817943
3449407261850420224,84.74549929438743,33.984722982976436,790.9989,8.4959545,15.428084,1.481317293486374,3.578039165141987,-9.736292714092619
4047277292294306176,279.9582134252966,-30.10208195267157,790.0034,14.453802,14.965317,0.20081295091986848,-2.0259894861924503,-2.697630614617659
5515453343460941184,127.26849333393154,-48.1076259909658,789.8363,5.997715,15.491581,1.9230110137562377,-6.34583842730197,6.57721188762259
4288765848587649664,291.41345195802774,2.204765867522224,789.0236,5.5888476,14.193227,1.458111445612411,6.921551012237346,-0.05650850853474673
2028615858242231936,297.20328440796794,28.383037120336475,787.8321,12.278272,14.910153,0.7596596332694069,1.9285726689277223,-9.707717544942307
5972274689354629888,258.5812313631157,-39.60132123694563,787.52563,9.451918,15.269951,0.27257624185081,-1.7346978496645884,-3.6068769514501815
4739839291262290944,36.17230116553363,-55.854100402909005,786.9503,7.6456366,15.64344,2.769488832098018,15.169727922847578,-14.904277462579813
6760300277941280000,283.486786750387,-31.122557082634955,785.46204,8.822067,14.526942,1.0073351184441122,-4.968819561722668,2.138093200046409
5884676327394911872,238.95769103840098,-54.74513238812942,784.5359,5.779071,14.594261,0.5658731053785857,-2.438788424806655,-3.7396186288156468
5823160747778008576,231.10423084030197,-69.17358565756362,783.7749,7.419597,14.578557,0.9013445131902019,-3.8280448576997874,-5.079058690633206
2013493282694480256,343.4043662237475,59.148766653577276,781.6892,6.0888844,15.315531,13.147035270367528,119.82801784660035,44.263418796902066
5926709694877441280,257.46821258815527,-48.66157717024075,781.58813,12.700164,15.874629,0.10131078771829798,-3.268889172651904,-5.934956658491538
6004074116125467008,229.59828020668758,-42.0723354702065,781.0096,13.983715,13.752048,1.1950037988361002,4.738907710434993,-1.2520055131553491
6227791712658404992,226.57250484186127,-24.195699034627413,779.7882,5.6272407,14.723953,1.2258494045947952,-6.593766374425133,-5.373051159832024
4060258848146133376,265.27346951476915,-28.144338094598442,779.7485,7.1041627,15.904239,-0.35104114272412396,-5.057009150342203,-6.286864897530633
424339371526304256,14.178002044947187,57.854580973079266,778.71234,5.99074,15.025691,0.5021785885125647,0.9431966261612771,-1.250139767781473
4043494800544963584,267.8496324892662,-32.71766173666713,778.58704,9.099818,15.739397,0.11939635865824266,-1.0131892128810125,-9.269907862513001
3052015172273694336,109.18263010736896,-6.7773405925811305,778.585,19.396147,14.292121,0.5140784246201651,-1.657283153158616,-0.09802501573011707
4145869812772388224,272.00300869475734,-15.962553724789032,778.268,5.4272304,14.756156,2.603255360655406,-0.15058016231540344,-9.751250494149348
5898124797727282432,219.18712429913398,-51.94075776493054,777.94275,23.835207,14.738963,0.8761317426644493,-8.681728439482253,-9.671317166193866
4052067894481865088,276.4870738566546,-26.567109306102896,777.89386,18.417494,14.428014,0.7450539932933758,0.20817803742632432,-7.939854685596992
4202505656701123840,285.2715055908806,-10.203386608646873,777.5914,7.16616,14.410824,5.422219994267171,-39.07736761870535,-47.8631341565099
2011907580771393024,359.7756911749689,61.38748562456682,776.5921,5.2537355,15.479324,10.008798081152074,-49.12317713294993,38.587640070167765
447745225306697728,50.04121180319982,55.94450581830457,776.54895,8.919757,14.756848,1.8387694180553997,0.6569497409821579,-8.7260315519053
2182414552606753152,310.42207383748877,53.46216370213502,776.07184,7.260402,15.180956,1.1372319728968288,-2.769601528330855,-2.202739136717195
2030207474378171776,300.6192631001336,30.27532650026861,774.88,10.38908,16.407698,0.07763798108830139,-2.1538695325878563,-3.4846866448360307
4077581860040831232,278.4844651061648,-23.491561019943916,774.5586,5.849634,14.956733,0.4058799705727022,5.716847192313874,1.0719917986972316
4267743731693891072,288.1587786652398,1.4578232709244867,773.5105,10.352389,14.652775,0.8469815229265657,-1.1014361266844426,-4.2239747788924
4036785679282939264,268.8214869240798,-38.30906266595723,773.37415,6.8608255,15.010355,0.10934902313898241,-3.359585969654349,-4.564859381528631
4047249254745525504,280.6973382193862,-29.878551491220666,772.56104,26.676552,14.70227,0.6110289762709944,1.5873717838146848,1.4162121624001927
4038621009015987200,271.23479008253884,-36.90850007820566,772.46204,18.840647,14.988259,0.9323611431528851,3.864289047500904,-5.176191876465381
194418158583015680,83.87027912670551,41.85794132808877,771.3184,11.786446,14.621879,0.7368564731781135,-0.7403256624409033,-10.270810632712395
4258267079668161408,281.18811600939677,-3.9474441033174577,770.6648,11.8293495,14.752895,0.9410538566347446,-1.247343856884271,-4.601610001416192
4657222571730916992,84.23596386234885,-70.26920534771293,770.4701,10.587728,15.73446,0.8112451307956129,4.709077573097893,3.79642009131519
139045756573808512,46.27319041333952,36.99740210438354,770.12805,9.765817,15.773892,6.815616674455618,30.29559378908995,-31.271930044017076
