source_id,ra,dec,radial_velocity,radial_velocity_error,phot_g_mean_mag,parallax,pmra,pmdec,phot_variable_flag
5408447020721099520,151.89861265629787,-46.59466547667609,133.8128376743104,2.771556381747534,12.408194,0.19996768256011607,-4.993767449893221,3.384171084082647,VARIABLE
5781830208754577408,237.73787005377505,-75.17652101700683,44.896515711030105,0.4324263603273514,12.695296,0.11960939684027286,-7.177648482240468,-4.937809117812772,VARIABLE
6680690688261877760,307.0306768545512,-40.625675064732725,19.43740535387001,1.8252920560039863,13.118177,6.573390498182689,-37.52565200660588,-141.45530282187497,VARIABLE
4150377191965768192,269.37517582265684,-13.460153275786404,-44.74457995143821,0.6979864595750974,11.14298,0.14273619186850064,1.7159274476518478,-5.55758325698682,VARIABLE
4150348462882660992,270.69170878633486,-12.650333496393412,25.98294566409232,6.028980891263023,14.731516,0.053940672900801165,-0.9651976374958413,-7.36163944639461,VARIABLE
3442424160421581312,82.9352954752597,28.279508218252822,10.062296836520828,0.8202495236307494,10.644757,0.33768842047419617,1.630277371098031,-2.3109511647655885,VARIABLE
932265021450529920,119.79913469322948,45.32677521801856,44.83520400997143,9.942954524958461,13.351858,0.1792850831190425,-5.026932965131062,-19.191162406584098,VARIABLE
1937548086114639232,352.97450466921066,45.44216200340816,-122.55708136148048,0.7020020988812367,12.5146675,0.09431641153694556,-1.8111892467530928,-0.6730284770944016,VARIABLE
2219217921201924736,329.5713494164675,66.00789662485276,-18.273229840852096,1.5376385069341132,9.34542,0.7900903737641757,-4.926057237456233,2.6144447526470134,VARIABLE
6010675888872695808,240.5511561190697,-36.36131373346303,-2.6820606104809386,2.649385290849558,13.704992,5.5566688611512305,-17.639272105368192,1.668482106965139,VARIABLE
6010690152470621696,240.22077732719737,-36.60165396844912,1.160244817491293,0.8335050015284883,11.715519,7.325192713810732,-18.338877280510008,-28.460220859038678,VARIABLE
5521565464189443968,129.8719685415846,-46.98786751375082,79.51762684613118,0.7962486691440883,13.153997,0.03637633784470674,-3.1794200597871956,2.9293328946797317,VARIABLE
5519556622079840256,121.89459942819217,-46.261303209570066,23.830945623796726,1.1366920451562057,9.668722,0.3688573406213772,-3.283833281023788,0.07893176785833259,VARIABLE
4062997113134190592,272.70389381546374,-27.312415562093946,-120.14791582499913,2.4539156592318743,13.552715,0.05655846648293286,-1.7780172375688923,-7.371312928685455,VARIABLE
5865565750168716800,208.0718182567179,-61.90911618082117,-0.1366602597459181,0.9588524647581806,12.003979,7.635223749586201,32.528492879411075,10.358164913344835,VARIABLE
5521551131870502016,128.67010966278977,-46.75273786696725,85.294854931965,0.6481464852737383,11.288111,0.46575639262007956,-3.4322618956407887,2.8372999677002793,VARIABLE
6017597731214421120,249.27354441366583,-38.69853034309094,-47.99469609010828,6.483355907661518,14.081629,0.12114389416734207,-5.873100751933808,-4.745454740865349,VARIABLE
1910143072324987776,350.2790314771202,31.9690716665762,-133.9033912886817,0.7864184367206302,10.339468,0.27564367651015087,-8.591206033072247,-5.977059089257305,VARIABLE
5342653653690494336,174.7660726265041,-57.019154487100074,101.10127108988812,1.1294745674339985,13.366135,0.09625571191757411,-3.5790188685395923,2.480370609223493,VARIABLE
5980137713719126784,257.5084370440593,-31.9808516361293,15.614665726912733,3.0695682542920872,13.494555,0.03354987875457302,-2.2900846953195604,-5.0761829497991835,VARIABLE
4221188588310232704,300.75038675247623,-4.78624259826795,-63.971286864089386,3.8347191500417637,13.33076,0.011464600996266014,-3.37253265905618,-4.48061388543279,VARIABLE
5870512796612515328,206.67214473829603,-60.004149377905954,-1.1862735821008004,7.842258910039251,13.777961,2.0357425377408767,9.55313721395567,-4.791312317783791,VARIABLE
5887537600294653056,228.11386615249742,-54.20789721003817,-94.31761772626287,2.3123192675556163,14.3862705,-0.06820956511337882,-6.0470455725030146,-3.093430346701563,VARIABLE
2074421035933195648,300.52912496132876,41.03583189605331,-69.02710688543542,0.2054800302277433,12.947612,0.10144570916621953,-2.5592731080560003,-3.8608827858870516,VARIABLE
6149223257438293888,182.90675319499366,-40.53898620240762,10.064450549222123,0.24944890903580452,11.642912,0.12505933424086835,-6.018015268885199,0.4620860583353856,VARIABLE
961721449059261056,95.41267354262544,43.47943639494907,-32.00909880989063,0.4378927889836782,10.519871,0.3128669607737749,0.17603371735113646,-2.510664543768296,VARIABLE
2014485042180627712,345.67925162018264,60.66063782796547,-90.43179807592333,1.1426070487550026,12.987018,0.34569151600638015,-2.2178220997401312,-1.6651944092059616,VARIABLE
2030366078936934144,298.6228182890046,30.089843822357217,-42.06377364403605,1.0498819419461336,11.18842,0.3181017205419486,-3.6585664914641893,-5.329218212609501,VARIABLE
2014466621058126080,344.7926021357881,60.45463696047271,5.080038127736305,0.8303046044618925,11.98364,0.45499296740423445,1.2221625707703831,3.204742541728168,VARIABLE
4117843566267720064,262.9362112272944,-21.83683488455434,-128.39616821549419,2.8111299490115584,13.647067,0.16214099322601247,-1.8192011978770255,-10.239488532887215,VARIABLE
2031581623413179392,295.72989708941554,29.073567152153846,-77.13567718431429,0.8300208159626116,14.09784,0.13727650169539332,-2.2284809103481784,-3.658746429624771,VARIABLE
2031575266861371008,295.44069706542024,29.16515431545495,-105.52047093818918,0.8531139579169867,14.451197,0.036389032087251395,-1.7757092627263216,-3.7989808732820003,VARIABLE
3558453213021940736,170.7525650788986,-17.615774460249494,-9.304680411188802,2.18320184920167,12.688543,1.6738127763376032,-12.909654302082464,3.909282019752116,VARIABLE
4053188846582657664,275.0792918341134,-25.326062382997424,61.41367430125389,1.461132006668714,11.8436,0.3067993081425126,1.9063340796110075,-11.482262093248393,VARIABLE
77103703869425280,30.998021257423172,14.192308885426128,4.641068085787346,0.9563299114033564,10.806732,0.27234804966604054,0.19592545822997648,-3.816755756467615,VARIABLE
4111991896671500800,257.09759049929033,-25.77315206389192,50.673270123178426,1.0429106602527367,12.3831215,-0.031240179125096863,-10.821689293905793,-8.038582575153976,VARIABLE
5942063893740530816,246.8192647232449,-46.930894342439075,-111.14746586799534,0.9611422351365435,12.370886,1.3125518770513467,-0.6534045344266257,-3.2731844663945466,VARIABLE
6805292156286600832,311.1236226565917,-26.196808308495253,39.88038054195797,2.0074178330276373,12.342953,2.352111167655002,1.6324321123643064,-1.3849966714911808,VARIABLE
2946796410619430144,99.16446228573558,-16.992852859973002,68.23369020363863,2.26315402868384,9.427353,0.1669006769893844,-1.0217542493296325,2.813172123115315,VARIABLE
6028316797024992896,256.7353863459935,-31.25314242898479,-93.70418210639701,0.8694594160990716,12.969145,0.013355117148897418,-4.297572824774976,-11.455211912948792,VARIABLE
6060126733581195008,191.56339553588555,-57.96826349298559,23.74632204708358,0.9514402967948833,10.770663,0.48124846490068596,-6.8107662140960015,-3.077197538136085,VARIABLE
1879565653956865024,333.414327975195,25.007246466948295,-44.609695505001234,0.5099706050568373,10.458963,0.2821063825952162,-4.655912214192747,-2.9889991806985488,VARIABLE
5978411647873934208,255.69931099946564,-33.80723878091382,-9.769117905397696,3.6422868047210066,12.938892,10.801928039481508,-4.729192823968162,-51.24662815430317,VARIABLE
5244691187722665728,154.56318421056585,-67.73933273573134,-1.6923194676065987,1.0420826561545695,9.942565,0.6951077701844339,-9.134263745547877,5.284723680937633,VARIABLE
