ra,dec,radial_velocity,radial_velocity_error,phot_g_mean_mag,parallax,pmra,pmdec
225.01525830879498,-41.824264474197825,-838.1256,6.9228683,15.832908,2.218530460880475,-19.928452028126475,-19.895658381499352
281.79709200791905,-6.265942629300467,-834.27246,11.924291,15.451398,0.2572115371578399,-2.159687761837391,-3.0391919101958496
271.70653034667424,-22.391039334470822,-832.83154,6.814307,14.905864,0.7921989282562288,0.676289498985129,-1.3356554223620458
281.35260775969783,-7.92721918818661,-830.4096,8.128835,15.6661625,0.1635182573232928,-2.4871566033597285,-2.703851059431727
208.7140137165314,-23.179328732449274,-829.4846,10.609323,15.698152,4.888900046320788,-34.10105971804388,-39.188662816247735
264.58641814232936,-35.05335353238671,-828.89636,13.311399,15.206879,0.4394944809674105,-1.1544128642435028,-2.447924487087848
277.644327712801,-13.599332292580511,-828.3319,6.845282,15.453213,0.23103759671404894,-0.1814337275010999,-2.762788957928485
44.49652081094821,60.463830183480425,-826.4347,9.354437,15.511892,0.5702220111943391,-2.3198850432325626,-0.4964286968350211
245.96653920325153,-49.02330528323885,-825.33386,9.899237,15.814677,0.22882049108702046,-2.6514670033235372,-3.7490853030103737
13.108796064393466,65.24480860198074,-825.24396,8.195172,15.17029,0.32089198173849354,1.0227785942773717,-7.759775396118443
162.00610483266476,-54.44374161505683,-824.8748,11.010282,15.204642,0.7494366718450874,-10.377513242345497,7.504325027349676
262.9576979031193,-27.708396025256462,-821.01337,7.027451,16.161108,-0.13290338965686288,-2.30517138722672,-7.477369503332738
273.13776346873595,-24.117688246937313,-817.7506,5.447571,15.662881,0.015588863557335849,-3.7006122548846534,-7.444159142839208
74.25614042119126,-68.74773918715334,-817.2289,10.508295,13.905419,-0.5086992384033145,1.7109055139391858,2.8320225094302076
91.87636595731615,-6.330022481617313,-814.16675,8.982559,15.447132,0.8613179626961573,-2.613427317192203,0.8986272255717512
101.94669688478024,-6.396935042882343,-812.7941,13.047698,13.546452,0.8052745362158238,-0.5901982087175184,-0.4831516848337802
156.12213441014416,-59.80398502608256,-811.411,4.6238184,14.700093,0.33531894751792224,-8.746926902230543,5.088020470319491
156.9325600121473,-60.076406532002075,-809.8909,11.944771,14.51927,0.6000788898636013,-7.1989613539869,1.7131654978565476
269.9009139546645,-21.33215425323275,-808.7199,6.1249614,15.775655,-0.4499742803050878,3.220948121885223,-5.914261239744561
270.99318688641256,-30.914503216254175,-807.5802,22.962858,15.669179,0.6757156261085119,4.4142103938017065,-0.41201886672883686
287.1305019935212,-14.297823243815445,-805.7012,6.288287,15.478498,4.3801610885941145,-4.341379155205488,-1.0838643451551102
272.19688443252284,-14.057018161971882,-805.28107,4.0395713,15.744094,-0.022802059448858214,-4.641477378663702,-6.316211732477861
342.4121985062393,-47.38675693135817,-804.95605,8.713576,15.303993,2.565420908101116,6.7183069041793715,-5.192129786376692
281.6906485484296,-4.883602505153211,-804.3489,8.213199,16.16938,0.2107510316555361,-1.7745608505491348,-3.430980101740106
292.1269061934457,13.208419151511785,-803.7899,7.0092626,15.186966,0.09412730457672157,-2.9201998903646533,-5.260390363837739
238.79496546090283,5.90806383573072,-802.96326,7.109289,15.121218,1.717627258442265,-10.245895734016136,3.9195021204873086
269.18793029145195,-35.15706446162738,-802.6099,31.729937,15.946478,0.3839534032926851,-1.3013974209816912,-3.8325188199221536
278.69301401831325,-9.33613250070693,-802.5367,5.928347,14.962637,0.3578385949314576,0.22662963784934953,-1.9658465301693138
266.96673476221923,-11.14715557916888,-802.0853,29.7821,15.657535,0.23246002632824841,-9.123098673036719,0.04772399646690428
292.42340666443425,18.705424314658142,-800.1992,9.404618,15.625889,0.09080587446464221,-3.372450085263555,-5.656464601021919
81.5030550120023,62.300949148255114,-799.7369,10.115163,14.4322,0.6210159440433162,0.36920530050826045,-2.3908265170064826
344.0446451408702,16.47156446404705,-799.1756,8.776021,15.602458,17.517748915048085,59.86292647868276,-10.027459403960897
157.73367696160273,-68.20653766142993,-798.4184,15.982465,14.572503,0.5074232905806636,-9.317483950477927,3.4971678667519983
26.15964146388638,22.15099768625013,-798.0061,10.200237,14.767284,0.2005597745301973,6.9828500133863605,-12.291427772094103
271.3719698158293,-30.051885684223983,-796.0832,10.811557,15.97202,0.1350576147702765,-3.3721739689224592,-3.693813727674037
285.71693334886044,17.652461613023924,-794.91534,8.67404,15.2423935,4.646611338430546,9.073694675575622,0.46481271808913577
84.61001869980538,-0.132369862543519,-794.3723,8.966552,15.832996,,,
241.24638341827986,-50.723334698190115,-792.7429,9.482132,15.861795,,,
283.3878412325645,-16.404910739297122,-792.0249,6.370773,14.549568,0.6321158982908381,-2.6202921058018656,-2.2215080159911174
281.13401385960555,2.8920044114973074,-791.8298,4.098747,15.882708,-0.20890050186023246,-3.0732646491799627,-5.769981053876176
246.35551245218008,-23.86894528491745,-790.36646,12.001188,16.138403,6.946772046675527,-6.186074172290235,-25.931553987816837
322.1884990313647,44.77423902570243,-789.88654,26.398785,15.088814,2.817619687366704,7.477054725348939,-4.067515971517599
259.3519832721687,-40.24828146643039,-789.69476,17.371525,15.351132,0.2825168474650285,-0.6596730132139956,-1.3939302383030008
217.9605395893606,2.7550889827135547,-788.4599,10.924199,15.045944,12.942896293503635,-72.67891063561686,9.275676106538086
243.8672725034787,-51.60692331018867,-785.7105,7.165308,15.608932,0.27641413265140213,-3.5693454499013137,-4.270078233086357
281.757913968127,-5.730072660830651,-785.67834,11.43666,16.261461,-0.34393918435790893,-2.0158995252905925,-7.4536204477482855
117.96439733001105,-25.9484612025389,-785.49994,8.294873,14.650104,0.13194131332415326,-1.737528538097667,2.9729489718879796
298.6329230174727,4.668964208992724,-784.64264,13.817706,15.668301,,,
283.44426979249164,-30.64263648638375,-783.5612,7.3878393,15.126588,0.41250532612925295,3.1140968037730254,-0.6722916544432621
201.4102719771819,-62.54738579055501,-783.38464,18.622765,15.642952,0.1752686083880898,-6.455237705470587,-1.0368710899451106
266.91951773095536,-35.3136784094639,-783.0389,8.94847,14.906529,0.42916443168860957,0.9654145269242864,-1.365948139095181
267.9761097094165,-34.02454719558974,-782.23804,8.211873,15.809739,0.033167672597501634,-0.5083928651291977,-6.495527143853215
319.2451343275199,-10.384321782225852,-782.09674,7.2732778,15.7758255,8.792084473834855,34.2844455834181,1.0410814954071552
232.300987940782,-36.4902776379699,-781.672,14.423606,14.8668,0.9258386585861264,5.493222659648258,-0.3904076360948648
260.7563798492423,-28.444872888027877,-781.5655,6.9233327,15.25672,0.9015581245506267,1.9812996971088115,-2.620277153205432
111.70042427849461,0.9583949729832537,-780.56396,12.96947,14.634514,1.4029388440077522,27.765531375749593,-69.47174526892681
262.3897472464097,-28.4134603120154,-780.11755,7.5948925,15.933775,0.045608012182766125,-0.5586995054805707,1.2596143698097295
323.7846173291223,66.89808591287124,-776.5909,6.5116177,15.5055895,2.446142060305578,-0.9426796931735171,-4.130080365916793
231.8192937096263,-53.91294207494265,-776.26526,5.244001,15.095494,0.3251053510827723,-4.0729681623541625,-3.7112318279385326
262.25590457770033,-27.869794553922112,-773.14496,7.90318,15.223637,0.4140480015781191,-10.069365309201546,-17.12200188226454
89.64938695032014,17.405062439738337,-773.12665,11.026664,14.795724,0.8110220079124215,1.5575341379433594,0.8798963249262136
111.14817195095841,-16.308386762321316,-773.0885,9.40502,13.517422,0.3182072204657354,-2.4994236541165176,1.9925222922735553
216.55456068025458,14.015413178840992,-771.41846,10.693012,15.377927,6.680135778887976,-17.827759242051908,-44.1400816918951
48.52412352986596,27.792039027510967,-771.3785,10.012017,15.283354,7.090640647324549,-7.696832994179523,-20.710606610948197
100.93409008069953,27.160688205218747,-770.11615,7.9062996,14.569264,0.574303910246024,0.18997302526210047,-2.1069312112832708
283.83257222052947,-0.2837902498705554,-769.4613,7.615531,15.73483,,,
94.37457345455297,-32.124315805918364,-767.5316,11.967055,14.616116,2.0494442524983674,-4.881581628715045,-22.492388225866954
279.68676912639523,7.454766650691787,-767.35803,9.278323,14.695282,0.7645327387548875,0.35085485414297507,0.7385871550739999
40.58800181971777,43.78812420849384,-765.46814,10.585114,14.594408,0.7594008795468579,-1.220101715604788,-5.983588586290459
197.2148362738029,-64.9327185165132,-765.27295,17.369614,15.833123,0.3553190327752507,-7.604573643000382,-0.8373433038949478
279.4981001604384,-19.337107519588855,-764.62354,13.597348,15.359344,0.06720473776156233,-0.36774275418692903,-10.227644809361827
218.3910033629526,-47.73183233092712,-764.59894,5.535812,15.804166,7.360662134195377,-24.751190876448433,-21.352717734571094
271.00819026274826,-17.79386123740233,-763.43536,7.194696,15.40876,0.6375257933387208,-0.6050411441244796,-6.3284588719134796
278.16007156239135,-11.672828925032885,-763.1719,25.64614,15.31542,0.04212599493850294,-0.6669672184507013,-0.7429960519316477
289.5727004866775,-37.55184943689943,-760.42847,8.671581,14.997773,0.23902679399139284,-0.42952064111357735,-2.5238802279159174
287.23063508029765,0.1235909525645316,-758.77466,8.162177,13.916108,0.03311100945059178,-2.2876984143764454,-7.946173499407114
260.09068536340874,-66.14727010678054,-758.17487,10.60959,14.954991,0.7163552722091121,-1.334074801641726,-11.243460827075879
67.77381030978736,38.173970054008805,-758.1633,10.35133,14.990238,0.9066516184700318,2.7474776542150217,3.170638248696151
223.08987837471858,-17.622038499439643,-757.09393,11.340542,15.382868,10.130176614029612,-36.38344251589032,-117.08894038020613
286.8913286069176,-7.39822347620726,-756.05,10.69649,14.817359,0.43420659956326,-0.38869650912627096,-6.606399519705407
293.0140154488216,-38.76835253477804,-753.809,8.261942,14.708712,1.0665336678497073,9.609735913832443,-2.0513416346070614
225.1519849488834,-55.48738632270532,-753.56055,6.322258,15.738491,0.030445083315022825,-5.279826845070811,-4.083445883680513
148.65148110849466,-45.40983350073209,-749.1767,9.352496,14.863286,0.9279537836482001,-10.685808956220006,0.7942797702399753
149.4067279137657,-43.88305956523706,-748.97046,7.8422656,16.016397,,,
274.35394877455485,8.62392570684816,-748.5823,14.403149,14.583242,0.7779719705304325,-0.27855512452529324,0.08662553095813086
274.35315775986936,-21.860128924457467,-747.8372,12.642933,14.802577,3.0015638734962584,-2.4042607104113727,-0.284596272531734
243.9105391432544,-48.16077451883999,-747.4415,9.368508,15.048755,0.9148028416697371,-1.2803688545185432,-5.339633000528968
232.62688179818062,-59.64095423103472,-744.94934,27.781475,14.824114,0.4957320539007729,-2.3671823076217606,-4.519259957949556
246.66754885054013,-64.88923697600285,-742.76117,8.719607,14.639818,1.021411163096998,-1.493470329969054,0.9427133906426537
270.71118038430984,0.06938732997365626,-742.3385,9.40449,14.881315,0.9261969230859423,-9.893701100415509,-12.432062999496488
242.1724699327149,-19.71879733113913,-741.5612,21.598415,14.823508,0.6676407522162928,-37.79952332599283,-2.1279767908318776
231.02896901907147,-47.70348373314714,-741.4205,5.0707855,14.785004,-0.2631939311339225,-4.137335476720315,-2.840392966179078
266.2679056486346,-17.60316821771381,-740.56494,6.2999334,15.152109,0.1005868927341807,1.3607353713328165,2.8136470192821674
294.2129683195095,22.35524016174906,-740.1381,13.093036,14.903163,0.13726747063036215,-2.3690098004104287,-6.0834414873098215
293.2400427528826,18.08973363261755,-739.7906,6.36636,16.327585,0.09493394900740217,-1.5857708312526615,-5.198474981893023
267.6194167865369,-32.7100808074225,-739.7696,15.582905,15.730738,-0.08303092009820752,-0.5170735196347453,-2.251148816554104
317.4836686191661,17.19750191133918,-738.90283,7.351548,15.311712,,,
278.7862876594866,-16.99803245063145,-738.75574,16.359865,14.2868595,0.594907078109566,0.7696051981325005,1.0139735309071367
271.5120452734366,-33.395018478798406,-737.87775,4.9525523,15.810365,-0.11086684995503417,-2.8114354412431393,-9.699597285786016
247.47816060691977,-40.963199115623446,-736.4053,8.004251,14.886789,1.3382758053268813,-4.125398815574329,-4.459757976253828
207.85348261711084,-61.91664342004908,-735.79956,5.9037557,16.59294,0.29708239504966294,-8.254942485986955,-2.440869675297102
275.7213118895121,-31.18607495961332,-735.60986,6.9323297,14.333165,0.8894570993880051,-0.2761325185586666,-12.113412675979898
235.59545258899053,-58.020666046099024,-735.31305,9.97065,16.163637,-0.12525193664919246,-1.587007400969115,-1.7810208496027031
238.0617856668158,-54.2620069258825,-734.7325,7.196685,15.618978,0.5208658462932616,-4.95792705076367,-4.900065646987395
289.3198002953475,9.361062938888942,-732.0648,8.647475,14.88184,1.2833309583656731,5.419681091702436,-0.7375101603441232
84.06627897708509,19.635949531780785,-731.1945,8.269727,14.921491,0.3044997383332697,1.8129554944246933,-1.8940492349159865
158.42759212513437,-59.6760297976642,-731.0203,10.108199,14.577947,-0.9043002985986869,-8.259650010246675,6.552411701307414
181.6521470849086,-57.03198426921257,-729.9588,10.449711,15.327982,-0.6414250311969865,-5.702721177052168,-0.7257947455646897
109.89752745339659,-3.34943925372512,-729.68274,7.1334186,14.196098,1.422654213274235,-14.164005422311346,-35.99536830275992
273.122124666957,-24.30656150124061,-728.90656,6.3606467,15.940593,0.17682441847298508,0.09505055387276748,-4.8246628363416075
24.483613891260052,27.137454658043584,-728.174,11.205389,15.838256,22.917579823199183,279.04945117910364,-113.348717324565
247.6957119257669,-55.10114040175098,-728.1406,6.8728843,15.25498,1.1410775773236461,-5.656641401014987,-6.332630408838481
92.71121841048287,24.84577221964773,-728.0476,10.022082,14.831259,0.6466429179680122,0.020313660266038695,-2.178912124638842
15.518986382130487,51.01957205422672,-727.9862,8.202804,14.309551,1.2571221400524117,0.44585521852045806,-6.635120345093917
279.16720239864173,-16.068862642832567,-727.5779,8.338217,15.211394,1.8474233493251724,-0.7098690219197146,-5.059617363540651
223.35013525324962,-58.219530612385945,-727.43353,9.936775,16.043867,0.24993711740111088,-3.807321724185841,-3.626629161356006
259.8730635582889,-38.92892040116722,-727.38586,16.473824,15.865127,0.21665571090170804,-1.386091851087253,-2.6098006350944565
278.39123566887986,-17.029015968219102,-726.62286,14.086831,15.726074,0.5552459471357104,-1.8560548692507055,-0.767467387609392
275.0035246487496,-21.625996758387927,-724.5317,11.493727,13.97002,0.9702802339929227,-0.4586986029228624,0.8049774784187078
273.5193384744724,-23.385775290540447,-724.1967,9.536606,15.346423,0.2000895913296096,-0.6678667191063752,-1.8398615833668845
274.0168159213248,-16.23052146218847,-723.67523,22.8732,15.265137,0.18571768758199478,-0.7061023362996267,-2.3202214084024204
87.86309390467001,14.277586469154386,-722.21936,16.443647,14.767397,0.9551942428037892,-0.3897031593375753,-4.375670104578909
294.80632632082387,-10.964365018545642,-722.10333,9.030481,14.861922,0.27041960810482096,-0.2046210460108086,-3.3475225066574157
284.84593099227436,-35.87900309682621,-721.9685,6.6746798,14.995828,0.13842834209595212,-3.0063582435155936,-4.288341761280053
283.440175650771,-3.871777296101083,-721.0092,8.710097,15.66192,7.311711419428017,-0.7416707493508594,-44.327682855166884
262.39678592928914,-29.71742683522338,-719.6228,8.493983,16.194077,0.3778413585215217,-3.801620753533175,-9.094986039627793
199.17412295783078,-63.8764991924935,-718.9316,11.756776,15.127512,0.19853301216052233,-5.564707521862671,-0.9701977461097753
51.00179989819842,26.5671049923749,-718.454,10.245248,14.764538,0.9847656794662687,-0.4359461479132258,-2.6741563171603926
212.38276255502944,-74.6891241979005,-718.2591,6.6583495,14.645902,0.265221438984171,-3.1950937904014975,-3.3699993403705566
258.50726349482744,-32.92746800962876,-717.9058,8.30263,15.118969,1.7154979213465182,-54.66900952565679,-30.50447368123924
260.3461751667056,-44.81039589043379,-717.4659,10.98023,15.420539,0.6817490091938907,-6.259915497085433,-16.833086036460116
153.60234590067512,-61.98473161527523,-717.3373,15.57673,14.880506,0.33657067928130324,-5.340568610649055,1.8858925574469718
267.8241769102822,-7.400694911380724,-714.9779,4.165572,15.725631,,,
292.5090393523588,16.649373017815268,-714.34924,7.9962597,15.363753,0.3060495088294698,-2.004763304583433,-4.9513764711220905
276.28572376074027,-8.081352714606624,-713.451,21.125383,15.386177,0.1752029406898949,-3.986345543450535,-6.2892591997670655
259.0179646260448,-36.28188024461328,-712.5563,7.1529784,14.701407,0.5537814145939646,0.027455895105222533,-2.0818890289605427
275.3838365895423,-17.68334463994346,-711.78674,14.8638315,15.980932,-0.2698100349992047,-2.742037191850134,-8.557486752571382
102.79840978718285,0.38555763522316105,-711.1589,6.764356,15.371702,3.965061649524821,-0.16502368207002893,-9.233484797511391
262.4233852718971,-44.20343872423352,-710.4114,9.3437195,15.071053,-0.624951202058214,3.4036118845945023,-1.3051503087038547
287.4292462374835,5.666873599219068,-710.0637,13.432574,14.512822,0.3266517947766077,-1.3695059229719968,-2.898555502777968
228.6706615805786,-21.605708026172852,-709.8832,7.8347335,14.647023,0.6177839233233222,-5.706353319432562,0.0776893748723702
277.4623010208368,-24.856120641591716,-709.56244,9.104242,15.1905155,0.05958663895367425,-8.846510676049114,-4.07594160701741
277.8099292888643,-18.41423456979476,-709.0719,10.32959,15.189619,0.39988053592743267,-2.7231362770545564,-5.908925884986284
222.15523948292523,-39.95151313381441,-708.99774,13.803113,14.631259,1.0413187605262284,-6.521259555610833,4.704685564297336
336.2461599136749,1.0506835308869007,-708.4742,5.556453,14.9926405,4.056208747094626,-17.212378231141525,-39.45248062071101
258.01889509434835,-28.560046623543084,-706.8508,16.85233,15.57336,0.04408897514790988,-4.656817980727129,-4.919648700399667
264.22837155506807,-31.87249163984286,-706.7841,6.623803,16.00419,0.1618360487359234,-0.11497067975400257,-0.7298203549169124
161.59039920512026,-69.2823155019173,-706.33105,32.109184,14.433263,0.5652979266124248,-13.780470599675208,1.232600841077861
270.8234358118311,-14.041440182857627,-703.8976,7.4275775,15.916918,0.01237372253335184,-4.5312839389407875,-5.796035099494219
109.23013086779139,-8.53243682739425,-703.5339,12.142375,14.635451,0.5768849455336432,0.0209554045656962,-0.25804194205710435
292.9583216650354,20.68492276815724,-703.46185,6.7313433,14.996223,0.2533482171933407,-2.3392766121826325,-5.005414385332885
129.41649865994464,-41.53351702124582,-703.3003,32.614044,15.634564,0.8211324996670636,-10.000908346136102,10.450039573798707
313.83767371284756,44.99594019533992,-703.1097,10.899814,14.18302,0.2887682752071259,-2.4593664427261093,-2.970310255127048
325.75234466520567,46.40577123524,-701.0987,9.18816,15.457709,7.247679792303932,46.51685429540473,9.59928083726745
290.93375533994964,-1.7582342706025695,-700.2012,13.274813,14.867852,1.0032954824108038,6.339981055763046,-1.5812099310927934
280.47733974459527,-5.185526219800641,-699.6836,21.170399,15.488961,0.3320011326156106,-1.1063281792090438,-2.9654992227066077
281.79185746685556,-5.690218861452156,-699.5479,6.232046,15.164989,0.7152998852826918,-0.5402265734318951,0.21140229514589315
286.34949750737974,-13.834936014814689,-698.9328,6.031414,15.249826,0.293740953398342,0.8604487362996565,-0.7924832093771464
313.6858227257286,48.05888753326101,-698.91974,6.6064897,15.43586,0.04304240403336198,-2.245089816059349,-2.661772879181153
280.4397152271818,-10.86212240309383,-698.66907,6.7602677,14.651154,0.8695875898319368,-1.1335250706882412,-2.9762714104467385
218.2159656431471,-61.57103871558866,-698.0685,8.623131,15.666017,-0.31668144719347574,-3.773237174654173,-1.7305686498176567
267.7886863873854,-32.43970309595709,-697.9784,7.1623,16.009174,0.06595272791251507,3.355096702676249,-4.469318238977089
106.87245750663847,11.466773149442378,-696.65137,9.950644,14.492236,,,
267.29182393308514,-21.26614220495369,-696.4054,13.073452,15.736337,-0.029571590816792635,-1.473732385994856,-5.611114167160272
149.37206162951406,-27.43053128451253,-694.50916,9.742393,14.887844,0.5775093966972009,-14.37134117557316,4.9149588119300756
276.0426362099715,-19.444565414976815,-693.7939,11.786733,15.866704,0.21815627778176275,1.438888899588912,0.03885890977004321
75.11758814646969,20.10088622962364,-693.13196,11.401667,14.897791,0.45204280380021633,0.5503208365646423,-2.301931182780672
265.9242885238133,-24.162983518837915,-692.4004,14.035286,14.543204,0.13174267525596733,-3.000118499164996,-7.699531734544898
272.21568909014223,-22.706603241185206,-691.9159,6.7739935,15.58783,0.25636576388630145,0.4105648590960991,-2.5684952658411926
90.09460171914066,0.9529513207516327,-691.8298,7.3047123,15.512727,1.2913149855044612,0.2785965830180818,3.989842024304295
281.4676674292971,11.748687937046707,-691.5458,12.849076,15.415979,2.4084110075309635,-5.0803444941937315,-13.110781317144106
171.22957601639303,-70.91405337154525,-689.0792,15.147177,14.709819,1.1426964491117624,-5.688681441727621,2.5845393197924538
273.3488074567311,-17.84455286790681,-688.3626,24.717335,14.515802,0.3430171080410962,-1.113585381423295,-2.890051998083712
244.61697729299766,-51.23500304114255,-686.35785,9.864504,14.935384,0.5882414216265867,-2.9621842015263926,-3.8206533235701254
170.60990629214947,-46.447313183853105,-684.5577,8.464858,15.353702,2.196787262513813,-7.470428776041848,-3.431592919110035
259.50304004849403,-23.766234481890375,-682.7557,8.867352,15.525598,0.40262624760388055,-8.820624742582336,-9.014098598726754
96.57454093332254,29.499181739498443,-681.53577,10.210538,14.594397,0.7583260084751385,-0.9038871185755459,0.942922093247422
276.7919992324631,-19.12686893336358,-681.49567,7.390424,14.676659,-0.3869844392890445,-4.466497728935973,-7.271935652679495
263.2469984674162,-33.80191069657652,-681.3728,10.966381,15.299921,0.06451657021330152,-1.493859658451632,-1.2065023210704493
302.71116423291096,43.15784784183792,-681.0706,12.0142565,14.941043,0.8659723662665428,-3.5866169005832655,-7.145331999855673
282.4873872272853,-37.89306178640963,-679.54407,4.8850713,13.32235,7.451410457435917,-0.13773489911972936,-25.336710871045863
272.8525224819756,-20.516194274031488,-677.24426,10.897194,14.591554,0.2772920925329516,-0.43869821037210377,-1.5614590647758353
281.7640066028571,-32.73509915234374,-676.10547,10.4858055,14.668103,1.1023528830515819,4.069350015798375,-8.76739466043683
196.41100959518343,-64.31252251883718,-674.4746,6.677623,14.926501,0.679756515636799,-5.392172610519262,-1.4838353947459892
46.019569770925585,45.28268100337869,-674.36096,15.363503,14.615695,0.45174123081832335,2.3122029817985714,-2.2992157061018044
280.6174471501843,-16.182273360892502,-674.2173,9.499141,14.876204,0.48399778724206743,1.6220977611918754,-1.9785009159328057
169.02073644991037,-66.51903002408035,-673.4836,10.918311,14.809658,1.1862983995676506,-9.31184249125807,2.0419829408439383
261.2921414860855,-38.89758137943905,-671.9956,13.951299,15.34522,0.38587709034745143,-1.7845689470325863,-2.054546691716792
115.34204054107715,-20.59133521870121,-671.28687,6.428637,14.977656,0.24488317915096594,-2.636743974831899,4.589008136612464
269.10122922444793,-23.185848766442902,-670.52136,7.0460806,16.266293,0.085174070475435,-4.481904033373518,-5.972941177552659
275.9234932039951,-16.930892199609445,-669.08673,10.415806,15.583876,0.10490611671860149,-1.221904439476544,-2.1006614055857633
177.01871966053756,14.273791103749028,-668.9053,10.316398,15.451874,7.0768104380943715,-31.225494269235185,-19.652801814149043
251.75351836409706,-49.46233142497628,-668.65027,12.820824,15.083807,0.4318894813968032,-2.6123571154918626,-6.957742140851777
342.48261814235735,59.48385055489081,-667.92334,10.475251,12.859891,0.30753907498302757,-2.5184912995291,-1.2890500005861933
254.6795606354209,-20.65256421635148,-667.72656,10.261766,14.072622,0.8660409837470491,-0.7375582250293669,-4.820385546498172
36.43416659007001,23.70949083162274,-667.55206,6.715794,15.734601,8.9732390492928,41.47311840448988,-52.04233805678591
273.97165983125086,-21.902278411624284,-666.97675,14.571908,14.768619,0.5881473478851411,0.2674280458693846,-0.5920720664274247
273.74035703861057,-26.153308305981234,-665.05707,10.909964,16.16057,0.2285230468100712,-4.8017591605462355,-7.474058636447987
268.9705054095048,-35.06065669322756,-664.50525,10.304456,14.88369,1.4242831484869385,-3.9083289833734187,-7.741793454352443
127.5241360780657,-43.763283081371746,-661.59827,6.7671943,15.325605,0.5651149138464714,-4.9497697967054926,5.853478295720423
83.8050668271545,-5.347979219755146,-660.83234,4.999638,16.673496,2.4899800224744664,1.247807960192309,-0.3814376687781432
257.2471672603567,-33.27020967484143,-660.77795,9.888154,,-0.2743391811125854,-1.2654617783900932,-6.996567813222351
266.732732565998,-19.581734902061775,-660.1814,8.102715,15.105047,0.9185108878486261,-0.16280307947045977,0.20790372613113875
251.84418612965274,-44.335149919238745,-660.1014,21.179766,15.636902,0.22438439542073593,-1.1666311734004131,-2.8620848692366176
281.3180324025133,-3.229069695886077,-658.3052,16.306019,15.742374,0.3186561012430761,0.36898983568540505,-1.8318796263816655
274.4447294258224,-18.462875150480457,-657.6883,5.999298,14.9800625,-1.5553326635309808,1.117124396131922,-2.395180690981655
289.72144743672993,-7.361993508045707,-657.4627,16.698683,14.773431,1.0068468925669307,0.7391081080697298,-2.857190087176471
277.2976381767281,-18.826611283684883,-657.37634,7.311375,15.56076,-0.02838137686492631,-2.961267602405489,-7.270002956716436
272.7449729469476,-21.217723773630773,-656.9936,10.271921,14.270123,0.5694131345079511,1.7185529182152828,-1.2787891231010255
280.3729909260307,-2.5362402301413303,-656.8057,9.540011,15.526923,0.1731980895770122,-2.058523987744028,-4.032018301551535
